hour,day_of_week,traffic_density,rainfall,visibility,speed_avg,junction_score,accident_risk
11,6,10,95,60,61,4,0
21,0,12,35,33,71,4,1
16,0,76,78,67,30,9,1
9,1,46,18,82,45,4,0
21,4,92,63,96,40,9,0
0,5,38,21,13,85,3,0
21,4,98,33,19,59,2,0
23,6,42,55,72,75,8,0
17,4,70,16,82,70,3,1
17,1,99,75,92,39,2,0
13,4,13,88,24,100,8,1
14,2,23,55,72,99,8,0
11,1,42,16,28,76,5,0
3,2,31,73,72,24,9,0
2,6,57,91,65,33,6,0
19,1,12,81,30,43,5,1
11,6,96,17,43,87,3,1
6,6,94,44,26,71,7,1
10,4,32,95,27,67,9,0
0,2,77,77,90,107,4,1
5,6,30,55,75,66,7,0
14,2,52,79,60,79,3,0
14,2,94,49,74,92,2,1
18,1,35,57,52,22,1,0
10,3,50,17,66,28,6,0
22,4,47,79,19,101,5,1
1,6,97,80,46,119,2,1
13,2,20,6,57,102,3,0
1,5,38,75,78,43,9,1
3,3,69,97,65,23,3,1
16,6,76,9,85,28,7,1
2,5,74,68,45,116,1,0
12,4,70,84,40,20,7,0
8,4,28,2,64,54,9,1
6,2,55,82,47,93,8,0
14,2,58,43,82,31,7,0
22,6,31,98,99,37,8,1
10,1,87,69,24,97,4,1
19,3,66,13,25,29,2,1
1,6,23,3,86,93,9,0
14,3,53,17,98,37,3,0
13,2,25,92,62,43,4,0
19,4,86,98,65,20,7,0
21,2,21,51,16,113,2,1
10,4,64,37,66,98,8,1
2,6,60,79,64,91,8,1
16,4,48,19,61,118,5,1
11,2,42,87,13,101,9,1
23,0,42,98,52,35,8,0
20,3,38,43,49,104,1,1
14,5,78,50,39,34,9,0
15,4,79,18,19,81,5,0
4,4,40,67,16,24,9,1
19,0,89,96,45,64,9,0
5,6,40,65,44,71,3,0
18,6,98,12,97,90,8,1
4,6,55,61,48,26,7,0
2,5,86,60,45,46,7,1
0,1,61,29,29,108,2,1
5,0,19,97,58,105,2,0
14,5,97,29,68,32,2,0
1,0,83,50,58,36,2,1
2,4,50,87,99,63,4,0
16,3,86,47,35,32,7,1
23,0,12,32,45,109,2,1
11,1,68,73,52,92,5,1
17,2,61,81,52,24,7,1
14,5,43,18,85,52,9,1
11,0,58,70,42,23,8,1
15,0,37,56,87,111,9,0
7,1,92,18,54,45,7,1
13,3,96,87,54,87,3,0
16,0,22,78,97,35,1,0
20,0,78,40,24,41,7,0
7,3,76,41,26,55,6,1
14,1,70,86,21,77,2,1
13,5,69,51,31,74,1,0
17,5,80,3,32,54,4,1
19,0,33,3,99,44,4,0
6,3,72,4,87,91,6,1
2,0,95,40,21,100,5,1
11,6,70,86,77,80,9,1
20,2,32,60,60,37,8,0
23,5,39,74,22,77,9,0
2,6,69,54,66,95,7,0
19,4,27,74,64,76,9,1
13,2,65,12,91,116,3,1
14,0,62,13,37,106,9,0
13,1,16,59,53,82,2,0
6,5,78,71,28,31,9,0
16,4,81,24,55,30,6,1
11,2,88,81,12,32,4,0
19,5,61,43,92,54,2,1
3,3,13,81,29,46,3,1
8,1,43,9,34,108,5,0
5,2,78,70,84,86,9,1
15,3,42,49,65,108,7,1
21,6,78,43,90,64,3,1
21,0,47,13,70,93,4,1
20,3,35,14,64,100,2,0
20,2,10,15,44,86,8,1
1,2,13,1,87,41,6,0
23,6,48,29,68,97,3,1
7,0,63,29,48,110,5,0
10,3,99,81,66,61,5,1
12,3,42,30,92,39,1,0
16,0,42,76,76,67,5,1
7,3,81,19,43,37,6,0
20,5,29,48,50,96,2,0
17,0,25,34,31,89,3,0
17,1,30,22,36,93,5,1
13,2,54,96,30,112,3,1
14,1,99,98,50,25,5,0
5,5,96,99,40,58,5,1
10,6,91,60,36,30,8,0
12,5,71,83,46,44,9,0
0,4,40,54,75,113,8,1
5,4,51,66,63,74,3,1
8,4,21,7,18,103,1,1
7,0,74,39,92,77,3,1
10,3,82,58,51,56,1,1
21,5,12,31,45,35,9,1
18,1,99,92,19,114,3,0
23,6,18,6,68,112,8,0
8,1,60,1,49,89,6,0
16,1,25,84,63,112,3,1
11,1,97,5,48,115,9,0
13,6,87,91,16,92,8,1
14,4,12,35,13,56,3,1
15,1,33,31,24,72,7,1
21,6,82,44,85,106,5,0
21,6,22,41,57,35,2,0
19,3,11,52,15,37,8,1
0,6,80,8,82,38,1,0
9,4,30,74,44,63,4,1
7,1,28,86,81,21,4,1
17,6,98,74,80,77,5,0
0,0,56,48,77,29,4,1
1,6,31,1,67,95,1,1
0,2,84,66,86,65,7,1
0,2,42,10,28,101,2,1
8,2,41,49,71,38,3,0
12,6,73,34,80,57,5,0
0,4,94,14,19,56,8,1
12,1,48,74,34,110,8,1
19,5,93,30,53,97,2,1
21,5,81,91,67,64,9,0
6,5,51,61,34,53,6,0
1,4,18,27,85,21,9,0
5,3,34,95,49,63,4,0
6,0,98,24,85,116,3,0
13,0,11,83,79,102,5,1
17,2,28,91,19,46,5,0
14,2,29,24,75,67,4,0
1,6,79,74,34,113,7,1
9,5,26,82,80,26,8,0
22,6,98,91,96,46,5,1
11,5,77,0,20,104,9,1
16,2,93,58,45,90,7,0
7,1,12,68,58,108,7,0
10,3,96,73,57,37,8,0
2,6,60,41,96,52,4,0
5,3,91,33,16,52,6,1
8,3,35,99,86,115,5,1
5,3,65,65,60,44,1,0
8,2,73,17,26,33,9,1
6,0,17,76,41,57,2,1
8,2,90,4,35,57,6,1
17,3,46,19,31,23,8,0
11,2,36,65,22,81,3,1
7,3,54,74,21,101,5,1
7,4,13,61,80,29,7,1
17,5,95,93,10,54,4,0
19,0,99,95,42,118,5,1
14,4,97,31,23,42,1,1
6,1,46,57,73,108,4,1
10,2,80,49,52,84,7,1
19,1,42,37,67,101,7,1
15,6,40,54,50,98,4,1
3,2,64,27,90,44,6,1
5,5,21,73,77,115,5,0
21,4,20,85,48,72,1,0
2,5,97,80,10,103,8,0
8,6,81,21,50,36,7,0
9,3,41,42,54,76,5,0
13,5,66,82,97,94,7,0
10,5,47,80,97,96,3,1
17,3,69,87,88,108,8,0
21,2,95,35,90,39,5,0
11,3,28,95,22,44,2,0
22,4,93,51,80,61,2,0
11,5,65,35,18,64,4,1
12,3,23,27,72,50,7,1
12,6,42,77,32,84,4,1
18,6,19,57,63,71,9,1
18,5,89,35,56,99,2,0
22,4,73,69,48,111,6,1
13,1,73,8,96,40,4,0
3,4,71,20,35,49,6,1
12,0,77,63,10,22,9,0
7,0,52,75,23,117,9,0
22,0,89,60,83,89,9,1
20,5,68,93,74,62,9,1
22,6,61,94,78,48,3,1
18,2,28,39,76,22,9,1
11,6,30,55,58,77,3,1
17,2,31,3,59,52,3,1
5,2,18,30,67,94,5,1
17,6,18,26,62,64,6,0
18,5,82,57,66,88,9,1
21,4,36,24,95,51,1,0
4,2,26,68,27,101,8,0
23,1,53,69,25,103,4,1
8,6,54,4,11,71,7,0
2,6,17,90,22,83,6,1
9,0,89,7,54,59,6,0
18,4,27,8,89,111,7,1
2,0,42,14,81,32,4,1
21,6,10,99,52,109,6,1
14,6,85,6,81,99,3,1
0,2,15,95,63,108,5,1
6,4,50,71,83,93,2,0
11,3,64,14,40,48,3,1
16,1,14,36,85,82,9,1
20,2,68,82,18,103,6,0
23,6,89,38,82,45,3,1
19,2,27,5,57,115,2,0
4,1,58,82,27,78,5,1
3,6,91,56,96,68,5,0
11,1,74,91,20,72,1,1
19,3,92,80,71,107,3,1
23,2,63,18,93,50,7,0
17,5,70,62,28,31,9,0
16,2,17,30,99,77,5,0
18,0,12,74,83,55,4,0
8,4,34,78,33,29,3,0
3,4,78,9,22,25,9,1
20,0,64,86,55,26,7,1
1,6,49,66,62,50,7,0
3,4,92,61,38,110,8,0
1,1,91,2,45,91,1,0
14,4,59,17,80,22,4,1
1,4,42,24,26,66,5,1
3,0,27,19,57,104,5,0
5,6,66,57,86,20,1,1
6,3,25,92,33,64,3,0
9,4,89,85,63,73,2,1
18,5,47,49,94,69,7,0
18,4,50,78,10,98,5,0
21,3,16,9,88,26,3,1
11,0,87,20,76,82,8,1
2,3,62,28,15,34,1,0
12,0,72,95,87,108,1,0
17,1,98,9,64,86,6,1
7,0,41,12,47,49,1,0
20,1,47,46,42,97,4,0
14,1,31,22,17,87,6,0
0,0,25,49,99,55,1,0
2,5,61,86,88,86,9,0
7,2,38,94,87,24,4,0
3,0,25,3,29,44,9,1
15,4,85,66,64,114,9,1
22,5,26,84,57,30,6,0
9,5,73,52,92,91,7,0
11,4,98,1,65,109,1,1
13,2,22,67,97,85,5,0
13,5,81,64,19,47,3,1
1,1,65,78,61,79,6,1
22,2,14,56,59,29,4,0
4,6,21,96,43,69,9,0
4,4,50,69,45,58,7,0
5,2,12,6,70,56,4,1
12,0,42,18,25,82,6,1
8,2,95,43,88,80,2,0
21,1,59,62,27,104,3,0
14,0,65,64,80,111,7,0
13,3,18,38,56,57,4,1
23,4,91,82,95,52,7,0
6,4,59,25,41,94,9,1
19,2,38,43,52,64,5,0
1,5,48,11,92,63,1,0
6,0,54,21,49,20,5,1
5,3,26,76,74,72,6,1
16,0,65,91,44,66,2,1
1,4,55,13,78,52,8,1
2,0,76,85,59,86,2,1
4,3,78,29,21,109,9,1
4,5,23,43,85,34,2,0
0,2,76,83,94,33,3,1
7,1,32,90,67,42,8,0
11,0,70,37,92,73,6,0
23,1,32,58,72,27,1,0
3,4,36,41,82,73,4,1
12,2,63,51,58,55,5,1
22,6,19,62,45,103,3,0
14,2,98,60,63,71,1,0
10,0,86,33,56,25,3,0
9,5,25,38,41,116,9,1
2,2,50,40,62,47,2,0
21,0,64,36,41,69,1,1
13,0,70,64,71,57,7,0
15,1,95,78,46,49,7,1
9,2,90,31,47,100,5,1
9,0,96,7,39,92,2,0
11,1,58,96,67,111,1,1
8,3,82,17,41,73,5,0
0,6,61,44,75,90,4,0
4,1,11,92,60,65,9,0
19,1,59,95,20,47,5,0
7,0,95,32,68,36,2,0
10,4,52,4,29,67,4,1
11,4,86,81,46,63,9,0
0,5,17,73,82,79,8,1
21,4,68,35,58,79,3,0
19,1,74,96,28,24,8,0
10,5,90,22,64,88,2,1
4,0,21,39,49,97,3,0
14,2,13,4,16,89,5,0
4,6,86,33,14,26,8,1
11,6,50,23,51,72,1,1
4,1,16,16,97,36,4,0
16,1,96,94,57,78,1,0
16,5,97,70,16,28,1,0
23,0,78,80,20,114,5,0
11,3,78,91,82,41,6,0
23,1,90,21,58,64,1,0
14,3,39,14,39,92,6,0
14,3,82,14,50,78,5,0
5,4,15,24,12,99,4,0
11,0,98,52,95,119,5,1
19,6,28,20,49,117,8,1
17,6,89,65,60,32,9,0
13,3,94,90,93,102,2,1
1,6,75,31,41,31,6,1
8,0,19,20,57,55,3,0
4,4,25,67,80,29,2,1
19,0,46,43,80,35,1,1
0,1,88,82,29,111,4,1
22,3,86,65,98,38,8,1
2,0,86,89,44,25,3,1
5,6,41,97,33,23,5,0
4,2,56,13,49,49,5,0
20,0,81,14,86,114,5,1
4,3,52,19,61,65,9,1
0,4,91,33,48,46,8,1
16,6,45,35,77,64,8,0
18,4,35,82,70,104,1,1
13,3,19,8,85,56,1,0
11,6,40,70,90,28,2,1
9,1,38,29,74,80,8,1
19,6,14,76,71,54,1,0
20,1,86,90,90,66,4,0
17,4,10,62,11,40,9,0
23,4,96,34,15,36,2,1
10,3,12,12,84,74,3,1
1,1,76,78,52,107,6,0
17,4,80,45,91,114,3,1
6,1,44,55,49,25,4,0
23,4,24,8,98,54,9,0
14,6,76,86,48,69,9,1
10,0,39,35,37,56,5,1
17,2,91,2,89,32,7,1
22,6,84,97,72,44,9,1
11,5,52,18,73,115,8,1
5,0,69,27,21,20,7,1
19,5,49,22,50,68,8,1
22,4,74,6,38,54,5,0
12,2,38,75,32,102,5,0
19,2,83,13,94,72,5,1
15,4,28,45,89,71,1,0
17,4,12,14,60,73,6,0
9,1,45,66,54,95,5,0
22,4,52,14,99,66,8,0
7,3,24,50,31,62,8,1
17,4,50,87,19,39,2,0
20,3,99,7,16,52,6,0
0,4,89,68,82,112,6,1
22,1,45,61,98,35,3,0
7,3,93,50,24,97,1,0
5,0,86,62,86,26,7,1
4,3,42,67,55,89,5,0
14,6,14,77,99,40,5,1
21,1,87,15,94,55,8,1
14,5,96,83,96,105,5,1
1,3,23,23,70,73,5,0
0,6,77,5,70,38,1,0
22,6,92,56,60,44,2,1
22,6,56,30,47,86,5,1
10,4,63,5,21,119,7,1
9,6,13,98,97,72,3,0
17,4,92,78,86,117,1,0
17,5,18,28,75,94,2,1
16,1,62,66,63,67,3,0
7,2,86,74,48,61,9,0
14,4,87,2,85,66,8,1
7,6,69,27,48,110,4,0
16,6,55,73,87,61,8,0
11,0,63,96,39,21,9,1
7,6,83,47,57,25,3,0
13,1,46,79,92,65,6,0
3,3,32,9,40,85,8,0
0,3,36,32,34,100,7,1
0,6,79,99,77,59,9,0
18,0,99,66,60,77,7,0
15,4,75,68,22,97,1,0
13,1,70,11,72,93,9,0
20,0,86,56,51,52,5,0
15,4,60,43,63,81,6,1
4,1,59,12,76,31,2,0
8,6,28,23,89,115,2,1
1,3,10,43,99,68,4,0
17,1,49,56,65,107,4,1
5,6,41,95,28,97,5,1
8,5,31,15,55,24,7,0
0,2,75,95,24,70,1,1
8,1,49,99,41,88,4,0
15,2,47,20,58,51,9,1
12,1,57,75,30,68,8,0
8,2,64,50,74,116,3,0
20,5,84,20,79,79,6,0
12,3,90,59,36,65,9,0
8,4,64,50,32,87,8,1
10,2,60,20,56,113,7,0
3,5,69,5,21,60,7,0
1,2,17,72,94,100,1,0
5,3,95,64,75,86,5,1
13,2,77,75,14,32,7,0
3,5,84,57,18,119,2,1
5,6,81,77,29,37,6,1
18,5,18,5,91,106,2,0
5,0,99,64,72,118,3,1
1,3,11,85,95,116,1,0
17,6,89,33,81,70,3,1
12,0,79,55,82,55,7,0
8,3,94,74,80,100,5,0
22,6,99,2,39,53,4,0
18,2,68,41,91,31,8,1
12,6,28,61,25,24,8,1
10,5,37,5,94,67,1,1
0,0,81,5,14,110,9,1
23,2,23,62,38,59,9,0
21,5,33,19,56,32,2,0
6,3,53,20,31,45,2,1
20,6,65,1,87,33,8,1
14,5,99,89,66,115,6,1
0,2,60,94,92,30,3,1
11,0,41,89,44,57,2,0
6,0,59,55,97,99,5,0
14,6,50,95,69,76,8,0
20,5,75,9,79,41,6,1
18,2,34,86,69,35,3,1
0,1,70,69,67,96,9,1
16,3,75,22,12,95,8,1
16,3,51,91,43,101,6,0
2,2,74,29,54,48,1,0
11,1,45,77,59,101,2,1
5,0,85,36,11,21,4,0
10,6,18,54,24,73,2,0
2,4,45,95,46,21,3,0
7,4,47,48,24,22,8,0
13,6,42,33,69,112,9,1
13,2,51,43,94,75,6,0
9,1,70,21,73,91,4,0
1,1,55,30,90,30,2,0
13,3,95,6,61,95,7,0
8,0,98,20,32,51,7,1
2,5,70,15,46,23,9,0
20,1,27,19,50,28,5,0
7,6,79,42,66,107,4,1
15,5,91,43,34,75,6,1
1,4,89,46,46,35,2,1
5,5,24,18,49,100,2,1
20,0,57,47,94,105,9,1
11,6,81,95,55,90,7,1
4,0,22,78,69,29,7,0
1,5,52,68,28,112,5,0
15,2,69,10,18,55,7,1
4,1,66,78,78,43,9,0
14,6,80,28,14,83,5,0
11,2,26,44,98,75,9,0
3,5,59,67,35,97,1,0
14,1,41,35,28,97,3,0
10,3,31,47,39,108,7,1
15,2,64,86,57,41,4,0
22,2,66,14,25,71,2,0
5,5,22,43,80,69,3,1
13,4,56,66,27,66,7,0
17,5,96,95,65,42,8,0
11,2,71,73,30,115,9,0
10,1,63,39,40,109,6,0
12,4,38,85,10,110,9,0
20,5,31,13,12,95,4,0
22,6,74,62,34,102,5,1
10,5,38,80,17,38,1,0
22,2,57,84,74,71,9,1
15,2,14,50,71,53,9,1
14,3,44,78,16,115,9,0
20,5,83,57,16,48,3,0
14,2,92,14,17,80,8,0
3,6,80,64,28,104,3,1
10,0,55,87,26,54,6,1
18,4,44,54,20,24,5,1
14,0,54,75,58,95,8,0
3,4,22,9,20,26,3,1
20,6,19,41,50,60,1,0
12,5,75,94,71,21,9,0
21,3,79,10,61,108,9,1
18,2,81,15,75,29,3,1
1,2,34,72,77,63,2,0
13,2,53,77,84,89,4,1
3,5,69,18,76,110,8,1
15,4,56,30,49,54,6,0
20,6,49,72,14,81,1,1
19,2,16,99,94,93,8,1
13,0,55,52,31,92,5,0
14,2,32,89,46,39,6,0
2,5,92,7,20,54,5,1
7,6,55,23,53,56,5,1
15,3,95,7,95,91,3,1
9,6,22,82,62,73,4,0
3,0,30,47,86,114,5,1
17,2,10,29,70,99,2,0
1,2,28,57,76,47,6,0
16,1,69,85,22,89,2,0
12,4,42,54,20,51,4,0
3,0,13,72,20,111,1,1
10,1,12,61,94,30,4,1
6,6,61,47,94,61,7,1
11,3,37,3,16,42,8,1
9,4,79,36,26,49,2,1
6,0,79,7,57,28,3,0
12,2,64,0,23,111,1,0
6,6,66,91,72,107,7,1
23,0,96,69,73,78,4,1
16,2,25,46,84,47,8,1
9,4,33,99,86,107,5,1
9,2,78,74,74,98,9,0
23,3,50,4,43,52,6,1
3,6,86,49,18,66,2,0
19,5,56,23,86,117,1,0
3,2,85,46,46,41,1,1
21,3,78,17,39,48,9,0
6,5,40,83,50,53,1,1
21,6,39,27,54,61,3,0
0,4,27,76,56,71,2,0
11,4,53,4,16,66,4,0
23,6,36,29,23,93,1,0
12,6,35,0,57,70,1,0
9,0,69,85,15,64,4,1
14,3,27,81,43,113,4,0
12,3,98,45,89,94,7,1
22,6,65,68,55,53,8,1
21,1,40,30,68,40,8,0
21,1,68,69,79,32,8,1
20,5,11,90,17,73,9,0
21,5,48,55,33,44,1,1
8,1,70,88,76,40,9,1
8,6,72,92,13,20,8,0
14,6,27,27,10,77,1,1
9,5,26,15,43,88,7,1
23,2,48,53,18,105,9,1
9,6,80,52,72,90,4,0
7,1,63,11,85,32,9,1
23,3,85,19,19,71,1,1
15,6,44,81,19,42,9,0
16,6,20,33,59,40,6,1
4,2,70,52,53,25,4,0
3,5,53,63,57,39,5,1
17,6,77,22,96,95,7,1
23,4,34,26,15,59,4,1
18,0,57,16,97,28,8,0
3,1,41,47,33,69,3,1
6,4,93,20,94,47,2,0
9,5,13,49,67,30,1,0
17,3,47,39,73,115,6,1
18,0,72,94,65,94,2,1
3,4,56,2,91,107,8,0
9,0,10,16,21,75,4,1
0,1,12,60,44,98,9,1
22,5,95,49,80,54,4,1
17,6,71,89,98,100,4,1
4,3,73,86,15,44,8,0
14,5,26,5,74,118,8,1
16,0,87,27,89,38,5,0
2,4,71,71,69,50,3,0
11,1,44,54,77,100,2,0
1,1,22,57,38,69,9,0
0,5,44,44,47,106,9,0
22,6,52,71,31,82,5,0
20,4,11,18,17,66,8,0
16,6,65,28,72,20,7,1
21,6,86,22,22,77,3,1
15,4,60,31,36,29,5,0
4,0,63,9,27,27,9,1
14,5,25,90,27,45,4,1
2,5,27,48,86,53,3,1
6,2,16,64,95,38,7,1
10,5,54,28,71,97,8,0
9,1,45,58,23,91,5,1
8,0,50,44,20,20,8,0
13,4,51,66,95,67,5,1
12,5,16,50,26,44,9,1
1,0,24,94,60,43,7,0
2,5,69,10,23,66,5,0
6,4,49,85,66,103,9,0
20,3,92,81,15,113,5,1
17,4,46,98,66,88,8,1
2,4,75,5,13,86,4,1
9,4,64,66,20,51,9,0
21,5,86,61,83,36,6,0
6,2,89,4,20,80,6,0
8,4,65,8,88,88,3,0
16,1,53,27,17,30,3,0
10,1,66,82,93,57,4,1
6,0,15,91,68,87,1,0
23,2,41,90,30,38,6,0
13,0,83,76,74,106,1,1
18,1,27,37,33,36,4,0
3,6,77,42,39,32,7,0
5,1,82,20,93,110,6,0
9,3,16,90,66,20,8,0
6,4,17,61,89,21,4,1
12,6,73,45,82,101,9,0
13,1,16,69,26,119,8,1
3,5,50,37,68,116,5,0
7,5,49,48,40,119,6,1
4,0,12,74,73,85,5,1
0,6,26,80,57,87,6,0
3,0,75,38,32,35,1,1
2,4,88,70,79,23,4,1
8,4,61,29,39,76,9,1
7,3,31,20,64,92,4,0
0,2,13,0,16,104,2,1
5,0,15,88,84,42,6,1
8,4,47,31,21,21,2,1
6,0,35,7,69,86,3,0
3,4,20,68,61,106,7,0
12,1,99,29,36,45,4,1
16,0,26,7,21,26,1,1
1,1,97,18,22,119,9,0
4,0,40,58,81,63,6,1
11,2,86,54,89,52,9,0
20,3,44,29,71,83,3,1
7,5,25,78,38,55,5,1
5,5,88,35,44,23,9,0
7,5,27,54,69,42,6,0
17,1,71,43,38,44,2,1
2,6,36,26,40,109,1,0
21,4,44,76,86,111,9,1
11,5,54,77,85,111,1,1
2,2,44,53,70,104,5,0
21,5,37,47,11,93,1,1
5,0,18,29,42,46,5,1
1,1,85,38,81,70,5,0
22,6,24,12,71,98,7,1
11,0,30,15,68,100,7,1
1,6,61,43,49,118,1,1
5,0,44,70,58,88,9,1
16,0,60,26,41,99,1,0
2,3,92,44,47,42,5,1
1,3,64,34,88,28,7,1
22,4,96,78,96,52,8,1
19,1,86,27,97,54,2,1
7,2,53,98,22,69,1,0
21,2,74,6,94,43,4,0
11,2,97,61,63,107,4,0
3,0,89,50,85,43,6,1
4,3,34,45,22,38,1,1
12,1,96,19,48,58,1,0
14,0,56,95,32,80,3,0
22,6,89,37,23,44,5,1
15,3,65,60,26,114,6,0
9,3,47,31,33,44,5,1
22,5,20,25,67,46,5,1
15,5,76,57,72,51,9,1
11,1,24,38,43,30,2,1
16,6,10,19,60,88,1,1
15,1,16,81,95,52,6,1
11,1,10,49,19,38,9,1
7,0,58,78,81,35,7,1
19,4,82,51,30,118,8,0
2,1,38,85,46,30,5,0
15,5,35,21,16,94,4,0
12,4,96,52,99,93,6,0
22,0,54,84,22,117,3,1
18,4,80,65,89,88,1,0
7,2,21,42,39,106,4,0
21,6,41,81,40,74,9,1
4,4,29,22,14,44,4,0
19,1,60,76,41,112,1,0
7,0,90,63,25,96,4,0
23,6,45,8,82,115,7,0
11,1,76,6,31,53,3,1
0,6,10,40,73,31,6,0
20,5,36,53,53,107,1,0
19,2,49,64,49,40,4,0
5,5,93,1,46,48,3,0
21,1,23,3,87,70,1,1
17,1,78,77,25,42,3,1
7,1,96,31,52,52,4,0
6,3,88,99,93,27,5,1
0,2,15,1,72,61,6,1
20,6,42,63,24,96,2,1
15,1,64,13,53,88,2,1
11,1,28,19,99,60,6,0
5,6,86,88,18,93,5,1
19,5,38,48,74,82,1,0
1,5,70,7,53,33,3,0
13,1,79,91,29,107,5,0
3,0,88,62,79,81,2,0
0,3,89,45,83,94,1,0
22,5,33,20,42,65,9,0
17,0,32,86,89,86,5,0
12,3,19,31,15,112,2,0
1,1,63,7,92,72,4,0
8,2,50,94,40,71,3,0
20,4,58,15,75,113,7,1
1,4,26,39,27,26,1,1
8,1,65,26,37,100,4,1
0,5,54,17,77,103,7,0
10,0,39,34,74,73,5,0
2,2,53,51,89,30,4,0
19,6,83,14,54,44,4,0
22,3,64,62,67,78,2,0
3,1,28,52,56,107,8,1
17,2,38,90,75,85,4,1
22,2,11,80,61,46,2,0
5,5,45,65,45,102,9,0
2,3,28,30,10,77,7,1
21,2,16,60,48,112,3,1
10,5,35,63,96,30,7,1
14,0,88,97,99,74,1,0
21,5,47,33,84,38,1,0
4,0,12,54,10,111,4,0
19,0,89,58,84,58,4,0
9,6,75,2,97,104,4,1
11,6,80,16,83,109,9,1
14,2,52,77,23,105,6,0
16,5,71,77,87,89,3,1
9,6,80,45,80,30,6,0
5,0,33,37,32,33,2,1
17,6,48,34,52,79,2,0
12,3,77,0,31,55,7,1
2,2,53,28,69,60,3,1
23,5,14,3,36,21,7,1
9,5,64,60,65,76,3,0
13,4,39,96,11,79,2,1
5,5,38,16,48,39,4,0
2,2,35,27,60,41,4,0
15,3,92,49,28,23,3,1
6,5,35,89,71,75,9,0
19,4,46,7,80,112,6,0
13,2,62,33,85,77,5,0
8,0,39,58,76,107,6,0
14,1,12,17,72,84,8,1
20,1,52,94,14,107,5,0
2,0,16,58,81,77,4,1
1,6,58,26,87,49,7,0
1,5,82,15,70,95,5,0
2,1,50,9,80,38,4,0
17,6,86,75,16,81,5,0
13,1,88,21,59,87,4,0
19,0,63,15,55,98,8,0
17,5,78,11,81,103,8,0
9,5,36,74,85,63,1,0
1,6,17,83,83,103,3,0
21,0,41,50,23,80,4,1
0,6,93,0,82,40,2,1
3,5,73,26,78,29,5,0
13,5,19,66,74,49,8,0
0,2,22,11,74,43,2,0
13,6,72,29,66,67,9,1
15,2,44,8,71,74,7,1
21,0,70,52,29,71,6,1
13,3,63,60,84,57,8,0
19,1,17,53,35,86,2,0
2,2,38,36,53,112,5,1
2,1,50,64,76,27,4,0
8,4,39,41,79,48,8,0
5,0,95,48,71,29,1,1
12,3,30,3,54,88,3,0
20,4,85,63,20,94,8,1
1,4,20,78,81,87,5,1
7,5,11,50,83,68,4,0
20,4,59,90,43,77,6,1
1,0,50,71,97,54,5,0
3,2,75,59,55,69,3,1
14,0,12,86,90,59,5,0
3,2,89,78,41,31,4,0
12,4,60,90,84,104,1,0
11,4,77,30,97,35,1,0
12,3,96,71,14,97,7,1
13,2,93,93,72,104,4,1
19,4,34,57,38,67,1,0
17,5,39,81,57,110,6,0
5,1,91,3,25,119,1,0
10,3,20,21,34,20,8,1
1,0,26,2,81,84,9,1
22,3,35,78,38,41,3,0
18,1,32,98,61,34,7,1
18,2,65,46,55,103,5,0
4,0,61,37,34,86,3,1
18,0,57,32,32,33,5,0
1,2,29,77,43,92,7,0
9,6,11,47,76,38,7,0
1,6,97,64,43,59,9,1
10,3,40,25,41,117,8,0
17,4,36,7,38,23,4,1
23,6,11,49,18,52,5,1
14,3,87,79,75,62,5,0
8,6,13,37,66,56,2,0
22,1,22,9,48,85,7,0
18,5,44,41,16,46,7,1
8,4,81,36,78,64,9,1
2,3,75,25,17,100,9,1
20,5,15,91,27,69,4,1
8,5,40,11,91,114,5,1
13,6,19,83,58,82,7,1
18,2,30,48,25,25,7,1
6,1,83,13,30,114,8,0
15,1,32,45,19,86,8,0
15,1,12,34,13,86,2,0
0,4,41,28,53,116,9,1
3,0,29,11,17,78,4,0
3,4,83,81,64,32,1,1
6,3,38,43,28,40,1,1
7,5,61,65,73,83,5,1
16,5,55,1,49,56,7,1
4,0,43,58,60,99,5,0
6,3,93,16,18,104,3,1
19,0,70,9,39,67,7,0
19,5,81,17,65,75,1,1
3,6,80,21,90,63,1,0
5,4,79,82,53,32,2,1
6,1,20,57,68,23,1,1
17,5,91,52,24,114,9,0
4,2,98,0,77,92,4,0
19,1,72,87,79,52,7,0
2,5,30,60,70,56,5,1
6,4,12,99,89,72,7,1
21,0,91,88,99,43,7,1
13,6,97,99,32,108,1,0
6,6,19,30,86,70,1,0
4,1,36,30,56,60,3,0
21,4,21,65,26,48,2,1
4,6,16,18,66,78,7,1
22,6,26,52,63,59,3,0
1,3,74,75,61,70,7,1
20,2,73,73,31,69,9,1
21,1,35,94,92,55,1,1
5,0,24,21,48,98,3,0
14,6,42,22,22,79,6,0
20,3,71,86,87,37,9,0
9,4,56,14,75,39,5,1
22,6,44,25,61,24,3,0
23,2,74,2,23,37,8,0
6,0,81,86,82,59,5,1
4,4,85,19,83,20,6,1
0,4,92,39,72,38,2,1
12,1,34,38,80,106,4,1
20,6,66,71,37,45,1,0
17,1,41,17,98,48,4,1
12,0,72,40,55,78,1,1
20,6,21,69,37,82,4,1
20,5,72,26,11,117,2,1
17,6,86,99,26,102,6,1
4,5,10,14,68,81,6,1
12,4,60,36,61,67,8,0
3,1,79,57,13,81,9,0
16,2,17,4,86,37,8,0
2,6,77,72,91,85,1,0
16,2,14,6,12,46,3,1
